('2017-04-12 20:46:34', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:46:22', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:46:05', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:45:53', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:45:24', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:45:04', '$JPM #Options OI chart. Free stocks app https://t.co/nuRDoiNnnh https://t.co/jOLOXmnLz0'),,,,,,,,,,,,
('2017-04-12 20:44:28', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:44:16', 'RT @marketexclusive: JPMorgan Chase &amp; Co. (NYSE:JPM) announces a quarterly dividend of \xa0$0.50 https://t.co/tHGlGF7pWi $JPM'),,,,,,,,,,,,
('2017-04-12 20:43:34', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:43:08', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:42:40', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:42:00', '@SmartStockTrend When I am not off sailing, I use a mental stops. The selling ? for tax day - never understood it bâ€_ https://t.co/FgmCVd8cpt'),,,,,,,,,,,
('2017-04-12 20:41:45', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:41:18', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:41:09', 'RT @marketexclusive: JPMorgan Chase &amp; Co. (NYSE:JPM) announces a quarterly dividend of \xa0$0.50 https://t.co/tHGlGF7pWi $JPM'),,,,,,,,,,,,
('2017-04-12 20:40:52', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:40:14', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:39:53', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:39:02', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:38:41', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:38:15', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:37:21', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:36:55', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:36:10', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:36:03', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:35:54', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:35:44', 'Pre-Market Earnings Report for April 13, 2017 :  $JPM $WFC $C $PNC $FRC $CBSH $FHN $APOG https://t.co/HmxI1JKrx4 via @nasdaq'),,,,,,,,,,,
('2017-04-12 20:35:37', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:35:14', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:35:02', 'Wondering about risks of $JPM? The 21-day volatility is 4.12% https://t.co/iEbjz7Eaw1'),,,,,,,,,,,,
('2017-04-12 20:34:45', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:34:34', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:34:05', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:33:24', 'RT @marketexclusive: JPMorgan Chase &amp; Co. (NYSE:JPM) announces a quarterly dividend of \xa0$0.50 https://t.co/tHGlGF7pWi $JPM'),,,,,,,,,,,,
('2017-04-12 20:31:32', 'RT @marketexclusive: JPMorgan Chase &amp; Co. (NYSE:JPM) announces a quarterly dividend of \xa0$0.50 https://t.co/tHGlGF7pWi $JPM'),,,,,,,,,,,,
('2017-04-12 20:31:18', 'RT @marketexclusive: JPMorgan Chase &amp; Co. (NYSE:JPM) announces a quarterly dividend of \xa0$0.50 https://t.co/tHGlGF7pWi $JPM'),,,,,,,,,,,,
('2017-04-12 20:29:01', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:28:46', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:27:54', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:27:11', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:27:07'," 'Market Review: 4-12-17\n\n""Stocks ended lower; #Nasdaq underperforming..""\n\nReport: https://t.co/tvaHCSzxdO\n\n$LULUâ€_ https://t.co/imyaCqApSR')",,,,,,,,,,,,
('2017-04-12 20:26:45', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:26:21', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:25:55', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:25:37', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:25:19', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:25:02', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:24:36', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:24:19', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:24:00', 'RT @JillMalandrino: Will the Run Up in Stocks be Reflected in Earnings? @TDAJJKinahan joins me @NASDAQ for #TradeTalks @TDAmeritradePR $C $â€_'),,,,,,,,,,,,
('2017-04-12 20:23:47', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:23:31', 'JPMorgan Chase &amp; Co. (NYSE:JPM) announces a quarterly dividend of \xa0$0.50 https://t.co/tHGlGF7pWi $JPM'),,,,,,,,,,,,
('2017-04-12 20:23:00', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:22:42', 'RT @thinkorswim: Megabanks $C, $JPM and $WFC Report Earnings Tomorrow as their stocks remain close to 52 week highs: https://t.co/lAyLm0D5zâ€_'),,,,,,,,,,,
('2017-04-12 20:22:24', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:21:45', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:21:18', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:21:10', '$JPM #AcquisitionConsidered: consideration for the Acquisition #newssentiment https://t.co/TdgORB6TTh'),,,,,,,,,,,,
('2017-04-12 20:21:06', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:20:36', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:20:17', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:19:57', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:19:42', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:19:23', 'Ten Days Rolling Returns for $GLD $TSLA $JPM Interactive chart at https://t.co/b2mTOgCub9 https://t.co/QJyeeiBMGM'),,,,,,,,,,,,
('2017-04-12 20:18:56', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:18:47', '$JPM levels to watch https://t.co/KqjxydWw2E'),,,,,,,,,,,,
('2017-04-12 20:18:33', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:18:21', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:18:01', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:17:32', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:17:15', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:16:15', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:16:13', 'RT @OpenOutcrier: RECAP 4/12 Unusual Puts:\n$PYPL $STMP $SEAS $PYPL $SMH $SWKS $JPM $UNG'),,,,,,,,,,,,
('2017-04-12 20:15:59', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:15:28', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:15:10', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:15:02', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:14:47', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:14:11', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:14:00', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:13:31', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:13:06', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:12:48', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:12:31', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:12:12', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:11:47', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:11:26', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:11:13', 'RT @OpenOutcrier: RECAP 4/12 Unusual Puts:\n$PYPL $STMP $SEAS $PYPL $SMH $SWKS $JPM $UNG'),,,,,,,,,,,,
('2017-04-12 20:11:08', 'RT @thinkorswim: Megabanks $C, $JPM and $WFC Report Earnings Tomorrow as their stocks remain close to 52 week highs: https://t.co/lAyLm0D5zâ€_'),,,,,,,,,,,
('2017-04-12 20:10:50', 'RECAP 4/12 Unusual Puts:\n$PYPL $STMP $SEAS $PYPL $SMH $SWKS $JPM $UNG'),,,,,,,,,,,,
('2017-04-12 20:10:28', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:10:09', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:09:50', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:09:32', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:09:15', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:08:31', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:08:22', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:07:52', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:07:41', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:07:32', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:07:16', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:06:55', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:06:34', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:06:10', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:05:51', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:05:35', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:05:07', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:04:53', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:04:34', 'RT @IBDinvestors: JPMorgan, Citi," Wells Fargo earnings due. Does $JPM CEO Jamie Dimon still have Trump ""spirits""? https://t.co/Lq6HVT2C5j $â€_')",,,,,,,,,,
('2017-04-12 20:04:08', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:03:43', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:03:26', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:03:06', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:02:41', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:02:19', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:02:07', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:01:36', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:01:19', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:00:57', 'Megabanks $C, $JPM and $WFC Report Earnings Tomorrow as their stocks remain close to 52 week highs:â€_ https://t.co/xUHbdedPSb'),,,,,,,,,,,
('2017-04-12 20:00:53', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:00:34', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:00:10', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
('2017-04-12 20:00:01', 'RT @philstockworld: Will We Hold It Wednesday - 50-Day Moving Average Edition $DIA $NDX $SPX $NYA Also $QQQ $AAPL $C $FHN $FRC $JPM https:/â€_'),,,,,,,,,,,,
